;Annotator 1;;;;;;Annotator 2;;;;;;Annotator 3;;;;;;K-Folds (10);;;;;;;;;;
rs06312.jpg;0;0;0;0;1;;0;0;0;0;0;;0;1;0;0;2;;Train;Test;Train;Train;Train;Train;Train;Train;Val;Train;Val
rs06313.jpg;0;0;0;0;1;;0;0;0;0;0;;0;1;0;0;0;;Train;Train;Train;Val;Train;Train;Train;Test;Train;Train;Val
rs06314.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;1;0;0;;Val;Test;Train;Train;Train;Train;Train;Train;Train;Val;Test
rs06315.jpg;0;1;0;0;0;;0;0;0;0;0;;0;1;0;0;3;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train
rs06316.jpg;1;0;0;0;4;;1;0;0;6;8;;1;0;0;2;5;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs06317.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Train;Train;Train;Train;Val;Train;Train;Train;Train
rs06318.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train;Test
rs06319.jpg;1;0;0;0;6;;1;0;0;3;8;;1;1;0;0;6;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs06320.jpg;0;0;0;0;0;;0;0;0;0;0;;1;0;1;0;5;;Train;Train;Train;Train;Val;Train;Test;Train;Train;Train;Train
rs06321.jpg;0;0;0;0;0;;0;0;0;0;0;;1;1;0;0;1;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train
rs06322.jpg;0;1;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Val;Train;Train;Train
rs06323.jpg;0;0;0;0;2;;0;0;0;0;4;;1;1;0;0;5;;Train;Train;Train;Val;Train;Test;Train;Train;Val;Train;Test
rs06324.jpg;1;0;0;2;6;;1;0;0;6;8;;1;0;0;3;5;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Val;Test
rs06325.jpg;1;0;2;2;2;;1;0;0;6;4;;1;0;3;2;5;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train
rs06326.jpg;1;0;0;1;5;;1;0;0;3;6;;1;0;0;1;4;;Val;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs06327.jpg;0;0;0;0;0;;0;0;0;0;0;;0;2;0;0;0;;Test;Train;Val;Train;Train;Train;Train;Train;Train;Train;Train
rs06328.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Test;Train;Train;Train;Val;Train;Train;Train;Train
rs06329.jpg;1;0;0;2;6;;1;0;0;3;8;;1;0;1;3;4;;Val;Train;Train;Train;Test;Train;Train;Train;Train;Train;Test
rs06330.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Test
rs06331.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Train;Test;Train;Train;Val;Train;Train;Train;Train;Train;Train
rs06332.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Train;Test;Train;Val;Train;Val;Val;Train;Train
rs06333.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Val;Train;Train;Train;Train;Train;Test;Val
rs06334.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Val;Test
rs06335.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train
rs06336.jpg;2;0;0;5;7;;2;0;0;10;8;;2;0;1;9;7;;Val;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs06337.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Val
rs06338.jpg;0;0;0;0;0;;0;0;0;0;0;;1;1;0;0;5;;Train;Train;Val;Train;Train;Test;Val;Train;Train;Train;Val
rs06339.jpg;1;7;0;0;1;;0;0;0;0;0;;0;5;0;0;2;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Val
rs06340.jpg;1;0;0;0;4;;0;0;0;0;6;;0;0;0;0;3;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Test
rs06341.jpg;0;2;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Train;Train;Train;Train;Val;Train;Test;Train;Train;Train;Test
rs06342.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Train;Val;Train;Train;Train;Train;Test;Val;Val;Train;Train
rs06343.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;2;;Train;Train;Train;Val;Train;Val;Test;Train;Train;Train;Test
rs06344.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Test;Train;Train;Train;Train;Train;Train;Val;Val;Train
rs06345.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Train;Val;Train;Train;Train;Train;Test;Train;Val
rs06346.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Val;Train;Train;Train;Train;Train;Train;Train;Test;Val;Test
rs06347.jpg;2;8;0;0;2;;0;0;0;0;0;;1;6;0;0;2;;Test;Train;Val;Train;Train;Train;Train;Train;Train;Train;Test
rs06348.jpg;1;0;0;4;2;;1;0;0;0;4;;1;0;1;2;5;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs06349.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Test
rs06350.jpg;0;0;1;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Val;Test;Val;Train;Train;Train;Train
rs06351.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;1;0;0;;Train;Train;Train;Train;Test;Train;Train;Val;Train;Train;Test
rs06352.jpg;0;0;0;1;2;;1;0;0;0;4;;1;0;0;2;5;;Train;Val;Train;Train;Train;Train;Val;Train;Train;Test;Train
rs06353.jpg;1;2;0;0;5;;0;0;0;0;6;;0;2;0;0;3;;Test;Train;Train;Val;Val;Train;Train;Val;Val;Train;Train
rs06354.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Train;Train;Train;Val;Train;Train;Test;Val;Val
rs06355.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs06356.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Val;Train;Train;Train;Train;Train;Test;Train;Val
rs06357.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs06358.jpg;0;4;0;0;1;;1;0;0;0;0;;1;4;0;0;1;;Train;Train;Val;Test;Train;Train;Train;Train;Train;Train;Test
rs06359.jpg;0;0;0;0;2;;0;0;0;0;0;;1;0;0;0;1;;Test;Train;Train;Train;Train;Train;Val;Train;Train;Train;Train
rs06360.jpg;1;0;0;4;0;;0;0;0;2;0;;1;0;0;1;3;;Train;Train;Train;Train;Train;Train;Train;Val;Train;Test;Train
rs06361.jpg;1;0;7;0;0;;2;0;8;0;0;;1;0;6;0;0;;Train;Val;Train;Train;Test;Train;Train;Train;Train;Train;Val
rs06362.jpg;2;8;0;0;0;;2;8;0;0;0;;1;7;2;0;1;;Train;Train;Train;Train;Val;Train;Test;Train;Train;Train;Test
rs06363.jpg;0;0;0;0;0;;2;0;8;0;0;;0;0;3;0;0;;Train;Val;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs06364.jpg;1;0;3;0;4;;0;0;2;0;6;;1;0;2;0;6;;Train;Test;Train;Val;Train;Val;Train;Train;Train;Train;Train
rs06365.jpg;0;0;5;0;0;;2;0;8;0;0;;0;0;5;0;0;;Train;Train;Test;Train;Train;Train;Train;Train;Train;Val;Test
rs06366.jpg;1;0;0;1;5;;0;0;0;6;8;;1;0;0;2;6;;Train;Train;Val;Train;Test;Val;Train;Train;Val;Train;Val
rs06367.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs06368.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Val;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs06369.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs06370.jpg;0;0;3;0;0;;0;0;0;0;0;;0;0;3;0;0;;Test;Train;Train;Train;Train;Train;Val;Val;Train;Train;Val
rs06371.jpg;0;0;0;0;2;;0;0;0;0;4;;1;2;0;0;5;;Train;Val;Train;Train;Train;Train;Test;Train;Train;Train;Train
rs06372.jpg;1;5;0;0;1;;1;6;0;0;0;;0;0;0;0;0;;Val;Train;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs06373.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Val;Train;Test;Train;Train;Train
rs06374.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;1;0;0;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train
rs06375.jpg;2;3;0;4;5;;1;0;0;4;6;;2;4;0;4;6;;Test;Train;Train;Train;Val;Train;Train;Train;Train;Train;Val
rs06376.jpg;0;0;0;0;5;;0;0;0;0;8;;1;0;0;0;7;;Val;Train;Val;Train;Train;Train;Test;Train;Train;Train;Train
rs06377.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Test
rs06378.jpg;1;0;0;2;3;;1;0;0;4;0;;0;0;0;2;5;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train;Test
rs06379.jpg;1;7;0;0;0;;0;0;0;0;0;;1;5;0;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs06380.jpg;1;0;3;0;1;;1;0;2;0;0;;0;2;2;0;0;;Val;Train;Train;Train;Test;Train;Train;Train;Train;Train;Test
rs06381.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train;Val
rs06382.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Train;Train;Train;Train;Test;Train;Train;Train;Train
rs06383.jpg;1;0;0;1;4;;0;0;0;0;6;;1;0;0;2;4;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Val
rs06384.jpg;0;0;0;0;0;;0;0;0;0;4;;1;0;0;1;4;;Train;Train;Train;Train;Test;Val;Train;Train;Train;Val;Train
rs06385.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;4;0;0;;Train;Test;Train;Val;Train;Train;Train;Train;Train;Train;Test
rs06386.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;4;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Test
rs06387.jpg;0;0;0;0;2;;0;0;0;0;4;;0;0;0;0;5;;Train;Train;Test;Train;Train;Train;Train;Train;Val;Train;Train
rs06388.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;3;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Val;Train
rs06389.jpg;2;0;0;4;5;;1;0;0;8;8;;2;0;0;5;6;;Val;Train;Train;Val;Train;Train;Train;Train;Train;Test;Test
rs06390.jpg;0;0;0;0;5;;0;0;0;0;6;;0;0;0;0;3;;Train;Train;Train;Test;Train;Train;Train;Val;Val;Train;Test
rs06391.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;1;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs06392.jpg;0;0;0;0;0;;0;0;6;0;0;;0;0;3;0;1;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Val;Train
rs06393.jpg;0;0;0;0;0;;0;0;0;0;0;;0;2;3;0;0;;Train;Train;Train;Train;Train;Test;Val;Val;Val;Train;Val
rs06394.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Train;Val;Train;Train;Train;Train;Train;Train;Test
rs06395.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Val;Val
rs06396.jpg;2;0;0;6;3;;2;0;0;8;0;;2;0;0;9;1;;Train;Train;Val;Train;Val;Train;Train;Val;Test;Train;Train
rs06397.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;0;1;;Train;Train;Train;Val;Test;Train;Val;Train;Val;Train;Train
rs06398.jpg;0;4;0;0;0;;0;0;0;0;0;;0;3;2;0;0;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Val
rs06399.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Val;Train;Train;Train;Test;Val;Train;Train;Train
rs06400.jpg;1;0;0;1;5;;1;0;0;6;6;;1;0;0;4;4;;Val;Train;Train;Train;Val;Train;Train;Test;Train;Train;Train
rs06401.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train
rs06402.jpg;0;0;0;0;2;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Test;Train;Train;Train;Val;Train;Train;Train;Train
rs06403.jpg;1;0;0;3;0;;0;0;0;0;0;;1;0;0;0;4;;Train;Val;Val;Train;Val;Train;Train;Test;Train;Train;Val
rs06404.jpg;0;5;0;0;2;;0;6;0;0;4;;1;5;0;0;4;;Test;Train;Train;Train;Train;Val;Train;Train;Train;Train;Train
rs06405.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Train;Train;Train;Test;Train;Train;Val;Train;Train;Val;Test
rs06406.jpg;0;0;0;0;1;;0;0;0;0;0;;1;1;1;0;4;;Train;Val;Val;Train;Val;Train;Train;Train;Test;Train;Train
rs06407.jpg;1;6;0;0;1;;0;0;0;0;0;;0;5;0;0;0;;Train;Train;Train;Val;Train;Val;Train;Test;Val;Train;Train
rs06408.jpg;0;0;0;1;1;;0;0;0;0;4;;1;0;1;3;5;;Val;Test;Train;Train;Train;Train;Train;Train;Train;Train;Test
rs06409.jpg;0;0;0;0;1;;0;0;0;0;0;;0;1;1;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs06410.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;2;0;0;;Train;Val;Test;Train;Train;Val;Train;Train;Train;Train;Train
rs06411.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Val;Train;Train;Train;Train;Train;Train;Val;Test;Train;Train
rs06412.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;1;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Val
rs06413.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;1;0;0;;Train;Val;Train;Train;Train;Train;Train;Train;Train;Test;Train
rs06414.jpg;0;4;0;0;0;;0;0;0;0;0;;0;2;1;0;1;;Train;Test;Train;Train;Train;Val;Val;Train;Train;Train;Train
rs06415.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;3;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Test
rs06416.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;2;0;0;;Train;Train;Val;Train;Val;Train;Train;Test;Train;Val;Val
rs06417.jpg;0;0;2;0;0;;0;0;0;0;0;;1;0;3;2;2;;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train;Test
rs06418.jpg;0;2;0;0;1;;0;0;0;0;0;;0;3;0;0;1;;Train;Train;Train;Val;Test;Train;Train;Train;Val;Train;Val
rs06419.jpg;0;4;0;0;0;;0;0;0;0;0;;0;3;0;0;0;;Train;Test;Train;Train;Train;Train;Train;Train;Train;Train;Test
rs06420.jpg;0;0;0;0;0;;0;0;0;0;0;;0;2;3;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs06421.jpg;0;0;0;0;1;;0;0;0;0;0;;0;2;1;0;0;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train
rs06422.jpg;0;0;0;0;1;;0;0;0;0;0;;0;2;1;0;2;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Val
rs06423.jpg;1;6;0;0;0;;1;8;0;0;0;;0;5;0;0;3;;Train;Train;Train;Train;Train;Val;Train;Test;Train;Val;Val
rs06424.jpg;1;7;0;0;0;;1;8;0;0;0;;0;6;0;0;0;;Train;Val;Train;Train;Train;Train;Test;Train;Train;Train;Val
rs06425.jpg;1;0;0;3;2;;1;0;0;7;4;;2;0;0;5;5;;Train;Train;Train;Val;Train;Train;Val;Train;Test;Train;Test
rs06426.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Val;Train;Train;Train;Train;Val;Val;Test;Val
rs06427.jpg;1;0;0;3;2;;1;0;0;6;4;;1;0;0;3;5;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Val;Test
rs06428.jpg;0;0;0;0;1;;1;0;5;0;0;;0;0;2;0;1;;Train;Train;Train;Val;Val;Train;Train;Test;Train;Train;Test
rs06429.jpg;1;6;0;0;0;;1;6;0;0;0;;0;5;0;0;5;;Val;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs06430.jpg;1;0;1;0;4;;0;0;0;0;8;;1;0;3;0;5;;Train;Train;Test;Train;Train;Train;Train;Train;Val;Train;Train
rs06431.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Test
rs06432.jpg;1;0;0;0;3;;0;0;0;0;8;;1;1;0;0;6;;Train;Test;Train;Train;Train;Train;Val;Train;Train;Train;Val
rs06433.jpg;0;0;0;0;1;;0;0;0;0;0;;0;1;0;0;3;;Train;Train;Train;Test;Train;Val;Train;Train;Train;Train;Val
rs06434.jpg;1;0;4;0;0;;1;0;6;0;0;;0;0;6;0;1;;Train;Train;Val;Test;Train;Train;Train;Val;Train;Train;Val
rs06435.jpg;0;0;0;0;2;;0;0;0;0;4;;1;0;0;0;4;;Train;Val;Train;Train;Train;Train;Val;Train;Train;Test;Val
rs06436.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Val;Train;Train;Train;Train;Test;Test
rs06437.jpg;1;0;0;2;2;;0;0;0;0;6;;2;0;0;7;5;;Train;Train;Test;Train;Train;Train;Train;Val;Train;Train;Val
rs06438.jpg;1;0;0;1;6;;0;0;0;0;6;;1;0;0;2;3;;Val;Train;Val;Train;Train;Test;Train;Train;Train;Train;Train
rs06439.jpg;0;0;1;0;1;;0;0;0;0;0;;0;0;1;0;1;;Train;Train;Train;Test;Val;Train;Train;Train;Train;Train;Train
rs06440.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train;Val
rs06441.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Test;Train;Train;Train;Val;Train;Train;Train;Train;Test
rs06442.jpg;2;9;0;0;0;;1;2;0;0;0;;1;7;0;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs06443.jpg;1;0;0;1;3;;1;0;0;0;6;;1;0;0;1;5;;Train;Val;Train;Test;Train;Train;Train;Train;Train;Train;Train
rs06444.jpg;1;0;0;1;2;;1;0;0;0;4;;1;0;0;1;4;;Val;Train;Train;Train;Train;Test;Train;Train;Train;Train;Val
rs06445.jpg;1;0;0;1;5;;1;0;0;5;8;;1;0;0;2;6;;Train;Train;Train;Train;Train;Val;Train;Test;Train;Train;Val
rs06446.jpg;2;0;0;5;4;;1;0;0;0;6;;1;0;0;2;6;;Train;Val;Train;Train;Train;Train;Train;Train;Train;Test;Train
rs06447.jpg;1;0;0;0;1;;0;0;0;0;0;;1;0;0;0;4;;Train;Train;Train;Test;Train;Train;Train;Train;Val;Val;Test
rs06448.jpg;0;2;3;0;0;;0;0;0;0;0;;0;3;1;0;1;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train
rs06449.jpg;0;1;0;0;0;;0;0;0;0;0;;1;0;0;0;3;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs06450.jpg;1;6;0;0;0;;0;0;0;0;0;;0;4;0;0;1;;Train;Test;Train;Val;Train;Train;Train;Train;Train;Train;Test
rs06451.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Val;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train
rs06452.jpg;1;5;0;0;6;;1;4;0;0;6;;1;3;1;0;3;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Test
rs06453.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Test;Train;Train;Train;Val;Train;Train;Train;Train
rs06454.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs06455.jpg;0;0;0;0;0;;0;0;0;0;0;;1;1;0;0;3;;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train;Train
rs06456.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Test;Train;Val;Train;Train;Train;Train;Val;Train;Val;Train
rs06457.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Train;Train;Train;Train;Val;Train;Train;Test;Val;Train;Train
rs06458.jpg;0;0;1;0;1;;0;0;0;0;0;;0;0;1;0;1;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Train;Train
rs06459.jpg;1;0;0;2;3;;1;0;0;2;2;;1;0;0;3;2;;Train;Train;Train;Val;Train;Train;Test;Train;Train;Train;Val
rs06460.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs06461.jpg;0;0;0;0;1;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Val;Train
rs06462.jpg;1;0;0;2;4;;1;0;0;8;8;;1;0;0;2;5;;Train;Test;Train;Train;Train;Train;Train;Train;Val;Train;Val
rs06463.jpg;1;5;0;0;2;;1;7;1;0;0;;0;2;0;0;2;;Train;Train;Train;Train;Train;Train;Val;Train;Test;Train;Train
rs06464.jpg;1;0;0;3;4;;1;0;0;5;8;;1;0;1;3;5;;Train;Train;Train;Val;Train;Train;Train;Train;Test;Train;Train
rs06465.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Val;Train;Train;Val;Train;Test;Train;Train;Train
rs06466.jpg;1;6;0;0;0;;0;0;0;0;0;;0;3;1;0;0;;Train;Train;Train;Train;Val;Train;Train;Train;Test;Train;Test
rs06467.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Train;Train;Train;Train;Test;Train;Val;Val
rs06468.jpg;1;0;0;0;5;;0;0;0;0;6;;1;3;0;6;4;;Train;Train;Train;Train;Train;Test;Val;Train;Train;Train;Train
rs06469.jpg;2;0;8;0;0;;2;0;8;0;0;;2;0;8;1;4;;Train;Train;Train;Train;Train;Test;Train;Val;Train;Train;Train
rs06470.jpg;1;0;5;0;0;;0;0;4;0;0;;1;0;3;0;3;;Test;Train;Val;Val;Train;Train;Train;Train;Train;Train;Val
rs06471.jpg;0;0;0;0;5;;0;0;0;0;6;;1;0;0;0;3;;Val;Train;Train;Train;Test;Train;Train;Train;Val;Train;Train
rs06472.jpg;0;0;0;0;0;;0;0;0;0;0;;0;3;0;0;0;;Test;Train;Train;Train;Val;Train;Train;Train;Train;Train;Train
rs06473.jpg;1;0;0;0;4;;0;0;0;0;6;;1;0;0;1;3;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train
rs06474.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Val;Val;Train;Train;Train;Train;Val;Val;Test;Train;Test
rs06475.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test
rs06476.jpg;0;0;0;0;2;;0;0;0;0;0;;0;2;0;0;1;;Train;Train;Val;Test;Train;Val;Train;Train;Train;Train;Train
rs06477.jpg;0;0;0;0;2;;0;0;0;0;0;;1;0;0;0;2;;Test;Train;Train;Train;Train;Train;Train;Train;Train;Train;Train
rs06478.jpg;1;0;6;0;0;;2;0;7;0;0;;1;0;7;0;4;;Train;Train;Train;Train;Val;Test;Train;Train;Train;Train;Val
rs06479.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;4;;Train;Val;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs06480.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;1;3;;Val;Train;Train;Train;Test;Train;Train;Val;Train;Train;Train
rs06481.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;1;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Val
rs06482.jpg;0;0;0;0;2;;0;0;0;0;4;;0;0;0;0;4;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Val
rs06483.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;1;1;0;;Train;Train;Train;Train;Train;Train;Train;Train;Train;Test;Train
rs06484.jpg;0;0;0;0;2;;0;0;0;0;4;;0;0;0;0;5;;Train;Train;Train;Train;Train;Val;Train;Train;Train;Test;Train
rs06485.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Val;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs06486.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;3;;Train;Train;Train;Train;Train;Test;Train;Train;Train;Train;Train
rs06487.jpg;1;5;0;0;0;;1;6;0;0;0;;0;5;0;0;0;;Val;Test;Train;Train;Train;Train;Train;Train;Train;Train;Test
rs06488.jpg;0;0;0;0;2;;0;0;0;0;6;;1;0;0;0;6;;Train;Train;Train;Val;Test;Train;Train;Train;Train;Val;Train
rs06489.jpg;0;0;0;0;0;;0;0;0;0;0;;0;1;0;0;0;;Train;Train;Test;Train;Train;Train;Train;Train;Val;Train;Train
rs06490.jpg;0;0;0;0;0;;0;0;0;0;0;;0;2;0;0;0;;Train;Train;Train;Val;Train;Train;Train;Test;Train;Val;Train
rs06491.jpg;0;0;3;0;2;;0;0;0;0;0;;1;0;0;0;5;;Train;Train;Train;Test;Train;Train;Val;Train;Val;Train;Train
rs06492.jpg;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;Train;Train;Train;Test;Train;Val;Train;Train;Train;Train;Train
rs06493.jpg;0;0;0;0;2;;0;0;0;0;0;;0;1;0;0;1;;Test;Train;Train;Train;Train;Train;Val;Train;Train;Train;Train
rs06494.jpg;0;0;0;0;2;;0;0;0;0;4;;1;1;0;0;5;;Train;Train;Val;Test;Train;Train;Train;Train;Train;Val;Test
rs06495.jpg;0;0;0;0;2;;0;0;0;0;4;;1;0;0;0;5;;Train;Train;Train;Train;Train;Train;Train;Test;Val;Train;Train
rs06496.jpg;0;0;0;0;0;;0;0;0;0;0;;0;2;0;0;0;;Train;Train;Val;Test;Train;Train;Train;Train;Train;Train;Train
